Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,Temp,Precip,AGB,Age,Reference 1,Method used to determine tree age,FullBibEntry
765,Boreal,Boreal coniferous forest,North America,"Alberta, Canada","Populus tremuloides,Picea glauca,Populus balsamifera,Pinus contorta",53.03,-115.25,1.8,543,224.99,158,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
766,Boreal,Boreal coniferous forest,North America,"Alberta, Canada","Picea mariana,Picea glauca",53.28,-115.45,1.6,559,170,176,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
767,Boreal,Boreal coniferous forest,North America,"Alberta, Canada","Pinus contorta,Picea mariana",55.14,-114.82,-1.1,551,210.59,189,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
768,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana,Picea glauca,Populus balsamifera",54.09,-105.7,-0.3,465,188.08,118,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
769,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana,Populus balsamifera,Picea glauca",53.8,-105.38,-0.3,459,126.66,130,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
770,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana, Picea glauca, Populus tremuloides, Populus balsamifera",54.52,-107.27,0,449,195.37,122,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
771,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana,Populus balsamifera,Picea glauca",54.12,-105.95,-0.4,468,94.93,109,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
772,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana,Populus balsamifera,Pinus banksiana",54.48,-104.27,-1.1,503,85.26,158,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
773,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea mariana,Abies balsamifera,Picea glauca,Populus tremuloides,Betula papyrifera",54.46,-105.24,-0.8,491,120.29,104,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
774,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",55.97,-107.73,-0.8,446,180.86,115,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
775,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus balsamifera",54.79,-107.88,0.1,447,165.22,117,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
776,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Picea mariana,Populus balsamifera",55.07,-107.27,-0.3,455,171.17,126,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
777,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",55.09,-108.86,-0.3,456,168.58,137,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
778,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea glauca,Picea mariana",55.36,-104.92,-1.1,502,154.29,104,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
779,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",54.05,-105.48,-0.6,475,195.73,102,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
780,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus balsamifera,Abies balsamifera,Picea mariana,Betula papyrifera,Populus tremuloides",54.44,-105.26,-0.8,490,185.16,147,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
781,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Abies balsamifera,Betula papyrifera,Populus balsamifera,Picea mariana",54.45,-105.24,-0.8,492,173.37,114,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
782,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus balsamifera,Picea mariana",54.97,-108.26,0,450,182.23,124,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
783,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",54.97,-108.42,-0.2,454,206.72,179,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
784,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",54.79,-107.88,0.1,447,142.09,147,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
785,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Picea mariana",55.09,-108.86,-0.3,456,193.96,132,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
786,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea mariana,Picea glauca",53.62,-108.35,-0.3,450,220.87,139,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
787,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea glauca,Picea mariana",54.48,-107.07,-0.1,454,196.86,131,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
788,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Pinus banksiana,Picea mariana",53.13,-102.68,-1,496,194.06,157,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
789,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea glauca,Abies balsamifera",53.03,-102.64,-0.7,489,189.93,111,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
790,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea glauca",54.54,-106.47,-0.9,484,223.53,116,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
791,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Populus tremuloides,Picea glauca",54.54,-106.47,-0.9,484,172.88,109,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
792,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Abies balsamifera,Picea mariana",53.62,-108.35,-0.3,450,213.06,127,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
793,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Picea glauca,Populus tremuloides,Populus balsamifera",54.23,-107.77,0.4,442,110.21,112,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
794,Boreal,Boreal coniferous forest,North America,"Saskatchewan, Canada","Pinus banksiana,Picea mariana",53.97,-105.72,-0.3,461,184.41,142,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
795,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Pinus contorta",51.59,-100.86,0.1,506,90.78,131,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
796,Temperate,Temperate continental forest,North America,"Manitoba, Canada","Genus cedrus,Picea glauca,Pinus contorta",49.69,-96.14,2,523,225.34,100,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
797,Temperate,Temperate continental forest,North America,"Manitoba, Canada","Picea mariana,Pinus banksiana,Pinus contorta",49.28,-96.04,1.7,537,204.62,100,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
798,Temperate,Temperate continental forest,North America,"Manitoba, Canada","Picea mariana,Picea glauca,Populus balsamifera,Populus tremuloides,Pinus banksiana,Picea glauca",50.02,-95.52,1.9,545,164.64,122,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
799,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Pinus banksiana,Picea mariana,Abies balsamifera",51.66,-95.79,0.4,550,107.95,103,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
800,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Pinus contorta,Abies balsamifera",51.06,-95.82,1.4,543,105.24,170,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
801,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Pinus contorta",51.02,-95.47,1,562,74.64,172,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
802,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada",Picea mariana,51.73,-97.4,0.1,497,122.2,95,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
803,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Pinus contorta",51.75,-97.38,0,498,143.64,93,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
804,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada",Populus tremuloides,52.77,-98.96,0.2,467,162.39,95,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
805,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Pinus contorta",52.89,-99.12,0.1,474,68.53,148,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
806,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Pinus banksiana,Picea mariana",52.91,-99.19,0.1,476,75.1,104,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
807,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Populus balsamifera,Picea glauca",53.36,-101.09,0.2,459,116.73,121,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
808,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Picea glauca,Populus tremuloides",53.88,-100.27,-0.3,469,161.83,115,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
809,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Pinus banksiana,Picea mariana,Picea glauca",54.16,-101.26,-0.3,463,63.58,113,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
810,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada","Picea mariana,Betula papyrifera",54.08,-101.32,-0.2,462,49.99,130,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
811,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Populus tremuloides,Pinus banksiana,Picea glauca,Abies balsamifera,Picea mariana",50.72,-93.64,0.8,638,128.16,99,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
812,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Pinus banksiana,Picea mariana,Populus tremuloides",49.75,-86.96,-0.4,810,141.04,133,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
813,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Pinus banksiana,Picea mariana,Abies balsamifera,Picea glauca",49.42,-84.08,0.2,771,101.71,122,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
814,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Populus tremuloides,Populus balsamifera,Picea glauca,Betula papyrifera,Abies balsamifera",49.11,-83.07,0.6,797,158.61,105,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
815,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Populus tremuloides,Populus balsamifera",48.53,-80.28,0.7,817,111,97,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
816,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Pinus banksiana,Picea mariana,Populus tremuloides,Betula papyrifera",50.31,-90.49,-0.3,758,147.73,164,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
817,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Picea mariana,Populus tremuloides,Abies balsamifera,Populus balsamifera",48.72,-89.37,0.9,764,70.31,110,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
818,Temperate,Temperate continental forest,North America,"Ontario, Canada","Pinus banksiana,Abies balsamifera,Picea mariana",48.17,-89.89,2.4,735,105.81,93,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
819,Temperate,Temperate continental forest,North America,"Ontario, Canada","Pinus banksiana,Betula papyrifera,Populus tremuloides,Picea mariana",48.61,-90.61,1.7,717,124.8,109,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
820,Boreal,Boreal coniferous forest,North America,"Ontario, Canada","Pinus banksiana,Picea mariana,Abies balsamifera,Betula papyrifera,Populus tremuloides",48.46,-81.27,1,835,167.99,99,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
821,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera,Betula papyrifera",50.24,-78.34,-0.9,849,156.59,197,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
822,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",51.02,-77.11,-1.5,825,127.54,128,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
823,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",50.66,-77.88,-1.1,821,107.24,140,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
824,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",50.21,-77.95,-0.8,856,109.5,140,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
825,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Betula papyrifera",50.96,-74.01,-1.6,884,95.4,118,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
826,Boreal,Boreal coniferous forest,North America,"Quebec, Canada",Picea mariana,50.04,-73.38,-0.8,935,123.77,124,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
827,Temperate,Temperate continental forest,North America,"Quebec, Canada",Picea mariana,49.03,-73.96,0.1,971,154.02,113,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
